LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
P. Beverley, B. Portis, P. Connaughton, M. Beauchamp, A. Green	MIL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1
B. Lopez, K. Middleton, B. Portis, M. Beasley, A. Jackson Jr.	MIL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	-2
D. Gallinari, M. Beauchamp, T. Washington Jr., A. Jackson Jr., C. Livingston	MIL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-3
B. Lopez, G. Antetokounmpo, P. Connaughton, M. Beasley, A. Green	MIL	1	2	1	1	100	1	2	50	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
B. Lopez, D. Lillard, K. Middleton, P. Connaughton, M. Beauchamp	MIL	1	5	1	1	100	2	2	100	1	1	100	0	0	0	0	2	2	1	0	0	0	0	0	0	0	5
K. Middleton, B. Portis, P. Connaughton, M. Beasley, A. Jackson Jr.	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	-1
B. Lopez, D. Lillard, K. Middleton, C. Payne, B. Portis	MIL	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3
B. Lopez, P. Beverley, J. Crowder, K. Middleton, B. Portis	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	1	1	2	1	0	0	1	0	0	1	0	2
B. Lopez, D. Lillard, P. Connaughton, A. Jackson Jr., C. Livingston	MIL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
D. Lillard, J. Crowder, G. Antetokounmpo, P. Connaughton, M. Beauchamp	MIL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Gallinari, P. Beverley, J. Crowder, T. Washington Jr., C. Livingston	MIL	1	3	1	1	100	1	1	100	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	1	0	3
B. Lopez, P. Beverley, K. Middleton, B. Portis, P. Connaughton	MIL	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	1	1	0	-1
D. Gallinari, K. Middleton, B. Portis, M. Beasley, M. Beauchamp	MIL	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
P. Beverley, D. Lillard, K. Middleton, G. Antetokounmpo, B. Portis	MIL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
T. Antetokounmpo, P. Connaughton, M. Beasley, T. Washington Jr., A. Jackson Jr.	MIL	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2
D. Gallinari, P. Beverley, B. Portis, M. Beauchamp, A. Jackson Jr.	MIL	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	2
B. Lopez, B. Portis, M. Beasley, T. Washington Jr., A. Green	MIL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
B. Lopez, K. Middleton, B. Portis, M. Beauchamp, A. Jackson Jr.	MIL	0	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2
B. Lopez, K. Middleton, G. Antetokounmpo, C. Payne, P. Connaughton	MIL	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-2
P. Beverley, D. Lillard, G. Antetokounmpo, P. Connaughton, M. Beasley	MIL	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	1	1	0	0	1	0	0	0	1	0	0
B. Lopez, D. Lillard, T. Antetokounmpo, M. Beauchamp, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-2
B. Lopez, G. Antetokounmpo, B. Portis, P. Connaughton, A. Jackson Jr.	MIL	0	1	0	0	0	0	0	0	0	0	0	1	1	100	0	1	1	0	0	0	0	0	0	0	0	1
J. Crowder, K. Middleton, G. Antetokounmpo, P. Connaughton, A. Jackson Jr.	MIL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-3
B. Lopez, J. Crowder, C. Payne, M. Beasley, M. Beauchamp	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
G. Antetokounmpo, B. Portis, P. Connaughton, M. Beasley, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
T. Antetokounmpo, L. Wigginton, M. Bolden, A. Green, C. Livingston	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
D. Lillard, G. Antetokounmpo, C. Payne, P. Connaughton, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	-2
B. Lopez, G. Antetokounmpo, C. Payne, P. Connaughton, A. Jackson Jr.	MIL	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	0	1	0	2
B. Lopez, T. Antetokounmpo, C. Payne, P. Connaughton, M. Beasley	MIL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Middleton, G. Antetokounmpo, B. Portis, M. Beauchamp, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
B. Lopez, D. Lillard, P. Connaughton, A. Green, A. Jackson Jr.	MIL	0	3	1	1	100	1	1	100	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	1	0	3
G. Antetokounmpo, C. Payne, M. Beasley, M. Beauchamp, A. Jackson Jr.	MIL	0	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	0	0	0	1	1	0	0
P. Beverley, D. Lillard, J. Crowder, G. Antetokounmpo, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
B. Lopez, P. Connaughton, M. Beasley, A. Green, A. Jackson Jr.	MIL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. Lillard, K. Middleton, G. Antetokounmpo, P. Connaughton, M. Beasley	MIL	0	3	0	0	0	1	2	50	1	2	50	0	0	0	1	0	1	1	0	0	0	0	0	0	0	3
P. Beverley, K. Middleton, B. Portis, P. Connaughton, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
B. Lopez, K. Middleton, G. Antetokounmpo, M. Beasley, M. Beauchamp	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K. Middleton, G. Antetokounmpo, B. Portis, P. Connaughton, A. Green	MIL	0	2	0	1	0	0	1	0	0	0	0	2	2	100	1	0	1	0	0	0	0	0	0	2	0	2
R. Lopez, J. Crowder, C. Payne, B. Portis, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
J. Crowder, K. Middleton, C. Payne, B. Portis, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
K. Middleton, G. Antetokounmpo, B. Portis, A. Green, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
G. Antetokounmpo, P. Connaughton, M. Beasley, A. Green, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
D. Lillard, J. Crowder, K. Middleton, B. Portis, M. Beauchamp	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G. Antetokounmpo, T. Antetokounmpo, B. Portis, P. Connaughton, A. Green	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K. Middleton, G. Antetokounmpo, B. Portis, M. Beasley, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
B. Lopez, P. Beverley, D. Lillard, P. Connaughton, M. Beasley	MIL	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
P. Beverley, J. Crowder, G. Antetokounmpo, P. Connaughton, M. Beasley	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
B. Lopez, J. Crowder, K. Middleton, G. Antetokounmpo, P. Connaughton	MIL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J. Crowder, K. Middleton, G. Antetokounmpo, C. Payne, P. Connaughton	MIL	0	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
B. Lopez, D. Lillard, K. Middleton, G. Antetokounmpo, B. Portis	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B. Lopez, G. Antetokounmpo, C. Payne, M. Beasley, A. Green	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
D. Gallinari, G. Antetokounmpo, B. Portis, P. Connaughton, M. Beasley	MIL	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R. Lopez, G. Antetokounmpo, C. Payne, M. Beauchamp, A. Jackson Jr.	MIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1
M. Conley, R. Gobert, K. Towns, A. Edwards, J. McDaniels	MIN	641	1543	408	714	57.14285714	572	1120	51.1	164	406	40.4	235	290	81	124	455	579	354	203	84	68	60	230	269	0	111
M. Conley, R. Gobert, N. Reid, A. Edwards, J. McDaniels	MIN	200	434	116	204	56.8627451	162	342	47.4	46	138	33.3	64	98	65.3	35	146	181	100	65	41	31	13	74	79	0	1
K. Anderson, K. Towns, N. Alexander-Walker, N. Reid, A. Edwards	MIN	153	370	82	158	51.89873418	128	271	47.2	46	113	40.7	68	84	81	27	101	128	84	45	27	23	12	76	60	0	-2
M. Conley, R. Gobert, K. Towns, N. Alexander-Walker, A. Edwards	MIN	124	291	73	143	51.04895105	108	226	47.8	35	83	42.2	40	56	71.4	25	96	121	68	41	18	12	9	40	53	0	22
M. Conley, R. Gobert, K. Anderson, A. Edwards, J. McDaniels	MIN	123	247	74	161	45.96273292	91	219	41.6	17	58	29.3	48	64	75	37	84	121	58	39	18	16	14	48	61	0	-30
R. Gobert, K. Towns, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	106	264	72	109	66.05504587	98	176	55.7	26	67	38.8	42	53	79.2	18	73	91	62	26	11	9	7	43	40	0	9
R. Gobert, K. Anderson, N. Alexander-Walker, N. Reid, A. Edwards	MIN	99	251	62	98	63.26530612	87	168	51.8	25	70	35.7	52	70	74.3	20	76	96	55	29	16	14	7	43	44	0	60
R. Gobert, N. Alexander-Walker, N. Reid, A. Edwards, J. McDaniels	MIN	64	131	35	73	47.94520548	52	112	46.4	17	39	43.6	10	16	62.5	15	62	77	29	23	9	10	11	22	16	0	3
M. Conley, R. Gobert, K. Towns, T. Brown Jr., N. Alexander-Walker	MIN	62	151	37	59	62.71186441	59	101	58.4	22	42	52.4	11	13	84.6	7	43	50	44	23	9	8	5	25	25	0	35
M. Conley, R. Gobert, K. Anderson, N. Alexander-Walker, N. Reid	MIN	48	98	20	42	47.61904762	36	72	50	16	30	53.3	10	11	90.9	9	30	39	29	24	6	9	6	20	19	0	7
K. Anderson, M. Morris, N. Alexander-Walker, N. Reid, A. Edwards	MIN	47	106	21	44	47.72727273	35	80	43.8	14	36	38.9	22	24	91.7	5	30	35	25	12	9	11	4	15	22	0	16
K. Anderson, K. Towns, J. McLaughlin, N. Alexander-Walker, N. Reid	MIN	45	92	24	47	51.06382979	36	78	46.2	12	31	38.7	8	12	66.7	4	35	39	31	20	15	6	4	12	13	0	17
K. Towns, N. Alexander-Walker, N. Reid, A. Edwards, J. McDaniels	MIN	44	133	35	52	67.30769231	53	80	66.3	18	28	64.3	9	11	81.8	6	26	32	30	11	5	3	4	17	11	0	38
M. Conley, R. Gobert, K. Anderson, J. McLaughlin, N. Alexander-Walker	MIN	44	89	20	34	58.82352941	33	66	50	13	32	40.6	10	13	76.9	3	30	33	29	18	8	4	2	17	22	0	-1
K. Anderson, K. Towns, S. Milton, N. Alexander-Walker, N. Reid	MIN	43	110	32	62	51.61290323	38	87	43.7	6	25	24	28	30	93.3	11	28	39	21	7	9	4	4	20	20	0	4
M. Conley, R. Gobert, K. Anderson, K. Towns, A. Edwards	MIN	38	94	19	43	44.18604651	33	72	45.8	14	29	48.3	14	17	82.4	12	28	40	22	10	9	7	4	12	17	0	24
M. Conley, K. Anderson, N. Reid, A. Edwards, J. McDaniels	MIN	35	61	15	36	41.66666667	18	59	30.5	3	23	13	22	24	91.7	7	15	22	9	7	4	4	3	14	20	0	-26
R. Gobert, K. Anderson, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	32	66	15	27	55.55555556	21	44	47.7	6	17	35.3	18	24	75	5	22	27	10	10	5	5	2	19	17	0	-17
R. Gobert, K. Anderson, M. Morris, N. Alexander-Walker, A. Edwards	MIN	32	63	23	39	58.97435897	25	53	47.2	2	14	14.3	11	18	61.1	9	18	27	14	11	7	3	1	9	14	0	-8
R. Gobert, M. Morris, N. Reid, A. Edwards, J. McDaniels	MIN	31	74	26	43	60.46511628	30	54	55.6	4	11	36.4	10	13	76.9	4	23	27	18	6	8	5	3	10	12	0	2
M. Conley, R. Gobert, K. Anderson, S. Milton, N. Reid	MIN	30	54	15	28	53.57142857	19	47	40.4	4	19	21.1	12	15	80	8	18	26	11	13	4	5	3	14	12	0	-14
M. Conley, R. Gobert, K. Anderson, N. Reid, A. Edwards	MIN	29	69	14	29	48.27586207	24	55	43.6	10	26	38.5	11	16	68.8	7	18	25	15	6	7	4	5	7	11	0	5
M. Conley, R. Gobert, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	28	82	21	33	63.63636364	30	53	56.6	9	20	45	13	14	92.9	7	20	27	20	9	9	4	2	11	12	0	17
R. Gobert, K. Anderson, K. Towns, A. Edwards, J. McDaniels	MIN	28	80	14	25	56	25	46	54.3	11	21	52.4	19	24	79.2	6	23	29	18	6	2	0	1	11	18	0	25
M. Conley, K. Anderson, J. McLaughlin, N. Alexander-Walker, N. Reid	MIN	28	72	13	27	48.14814815	27	49	55.1	14	22	63.6	4	7	57.1	3	20	23	24	4	4	2	3	3	8	0	23
K. Anderson, N. Alexander-Walker, N. Reid, A. Edwards, J. McDaniels	MIN	26	43	9	22	40.90909091	15	41	36.6	6	19	31.6	7	12	58.3	4	14	18	10	6	7	5	0	13	12	0	-16
K. Anderson, J. McLaughlin, N. Alexander-Walker, N. Reid, A. Edwards	MIN	26	54	14	31	45.16129032	20	54	37	6	23	26.1	8	9	88.9	7	11	18	13	6	7	2	4	12	7	0	-13
M. Conley, K. Towns, N. Reid, A. Edwards, J. McDaniels	MIN	26	70	14	24	58.33333333	26	47	55.3	12	23	52.2	6	7	85.7	2	11	13	18	8	2	2	4	11	7	0	-1
K. Anderson, K. Towns, N. Reid, A. Edwards, J. McDaniels	MIN	25	73	22	31	70.96774194	29	43	67.4	7	12	58.3	8	8	100	3	23	26	18	7	6	3	3	9	9	0	24
M. Conley, R. Gobert, K. Towns, N. Alexander-Walker, J. McDaniels	MIN	24	47	14	20	70	18	45	40	4	25	16	7	8	87.5	5	20	25	13	9	1	1	3	11	10	0	-5
K. Anderson, K. Towns, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	22	55	13	25	52	19	41	46.3	6	16	37.5	11	12	91.7	4	20	24	11	6	2	0	1	15	10	0	2
R. Gobert, K. Anderson, K. Towns, N. Alexander-Walker, A. Edwards	MIN	22	37	10	22	45.45454545	14	32	43.8	4	10	40	5	6	83.3	3	13	16	9	11	6	5	3	6	5	0	-22
M. Conley, R. Gobert, J. McLaughlin, N. Reid, J. McDaniels	MIN	22	52	13	27	48.14814815	20	44	45.5	7	17	41.2	5	7	71.4	8	20	28	11	7	8	3	4	7	10	0	23
M. Conley, K. Anderson, K. Towns, A. Edwards, J. McDaniels	MIN	21	42	14	24	58.33333333	18	36	50	4	12	33.3	2	5	40	2	19	21	9	12	4	0	4	10	5	0	1
M. Conley, R. Gobert, J. McLaughlin, N. Alexander-Walker, N. Reid	MIN	21	51	14	22	63.63636364	20	36	55.6	6	14	42.9	5	8	62.5	3	17	20	15	4	3	2	2	5	10	0	5
M. Conley, K. Anderson, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	21	66	13	23	56.52173913	22	45	48.9	9	22	40.9	13	14	92.9	6	15	21	14	2	5	5	2	15	8	0	26
K. Anderson, M. Morris, N. Reid, A. Edwards, J. McDaniels	MIN	21	55	12	23	52.17391304	19	42	45.2	7	19	36.8	10	14	71.4	5	17	22	11	0	4	3	1	9	8	0	8
K. Anderson, K. Towns, S. Milton, N. Reid, A. Edwards	MIN	21	56	17	27	62.96296296	23	41	56.1	6	14	42.9	4	5	80	1	22	23	11	6	2	2	5	8	3	0	11
K. Towns, J. McLaughlin, N. Alexander-Walker, N. Reid, J. McDaniels	MIN	21	46	11	21	52.38095238	18	36	50	7	15	46.7	3	4	75	4	19	23	12	12	3	5	0	12	5	0	-5
K. Anderson, K. Towns, T. Brown Jr., N. Alexander-Walker, N. Reid	MIN	21	39	10	26	38.46153846	15	42	35.7	5	16	31.3	4	6	66.7	7	16	23	14	8	3	1	4	12	7	0	-16
M. Conley, R. Gobert, K. Anderson, T. Brown Jr., N. Reid	MIN	20	50	12	23	52.17391304	17	34	50	5	11	45.5	11	12	91.7	5	15	20	9	7	2	2	1	8	8	0	-3
K. Anderson, S. Milton, N. Alexander-Walker, N. Reid, A. Edwards	MIN	18	52	12	20	60	18	33	54.5	6	13	46.2	10	11	90.9	4	17	21	10	6	4	2	1	5	8	0	17
M. Conley, R. Gobert, K. Anderson, N. Alexander-Walker, A. Edwards	MIN	18	59	9	12	75	18	26	69.2	9	14	64.3	14	16	87.5	3	17	20	12	7	0	2	1	10	8	0	7
K. Anderson, K. Towns, T. Brown Jr., S. Milton, N. Reid	MIN	18	36	10	15	66.66666667	12	28	42.9	2	13	15.4	10	14	71.4	2	16	18	5	6	1	2	3	9	12	0	3
M. Conley, N. Alexander-Walker, N. Reid, A. Edwards, J. McDaniels	MIN	18	34	12	26	46.15384615	15	39	38.5	3	13	23.1	1	2	50	4	7	11	8	4	5	3	4	9	2	0	-22
M. Conley, K. Anderson, K. Towns, N. Reid, A. Edwards	MIN	16	40	13	26	50	15	34	44.1	2	8	25	8	9	88.9	5	10	15	10	8	2	1	1	6	9	0	6
R. Gobert, K. Anderson, S. Milton, N. Alexander-Walker, N. Reid	MIN	16	23	9	24	37.5	9	29	31	0	5	0	5	9	55.6	5	12	17	3	6	3	3	0	9	6	0	-13
M. Conley, K. Anderson, K. Towns, S. Milton, N. Reid	MIN	16	28	8	16	50	10	27	37	2	11	18.2	6	7	85.7	3	8	11	7	6	2	4	4	7	8	0	-7
M. Conley, R. Gobert, K. Anderson, N. Alexander-Walker, J. McDaniels	MIN	16	34	9	17	52.94117647	11	25	44	2	8	25	10	13	76.9	5	14	19	4	3	2	0	0	4	9	0	6
R. Gobert, K. Anderson, N. Reid, A. Edwards, J. McDaniels	MIN	16	37	9	21	42.85714286	12	30	40	3	9	33.3	10	11	90.9	4	14	18	10	4	4	4	3	5	7	0	5
R. Gobert, J. McLaughlin, N. Alexander-Walker, N. Reid, J. McDaniels	MIN	16	33	6	14	42.85714286	11	30	36.7	5	16	31.3	6	11	54.5	4	12	16	9	1	3	1	1	3	7	0	1
T. Warren, J. McLaughlin, N. Alexander-Walker, N. Reid, A. Edwards	MIN	16	42	8	14	57.14285714	15	32	46.9	7	18	38.9	5	6	83.3	2	11	13	8	1	1	3	1	10	5	0	11
M. Conley, R. Gobert, K. Towns, J. McLaughlin, J. McDaniels	MIN	15	30	11	19	57.89473684	12	27	44.4	1	8	12.5	5	5	100	1	10	11	11	0	4	2	2	4	9	0	2
R. Gobert, K. Anderson, S. Milton, N. Reid, A. Edwards	MIN	15	28	7	18	38.88888889	9	28	32.1	2	10	20	8	8	100	4	14	18	6	5	2	4	1	7	7	0	-4
M. Conley, K. Anderson, K. Towns, N. Reid, J. McDaniels	MIN	15	29	11	22	50	11	25	44	0	3	0	7	11	63.6	4	9	13	5	4	4	1	0	4	9	0	0
M. Conley, R. Gobert, N. Alexander-Walker, N. Reid, J. McDaniels	MIN	15	41	6	11	54.54545455	15	23	65.2	9	12	75	2	2	100	0	6	6	15	4	1	1	2	5	4	0	11
R. Gobert, K. Towns, T. Brown Jr., N. Alexander-Walker, A. Edwards	MIN	15	37	9	18	50	13	27	48.1	4	9	44.4	7	7	100	4	9	13	6	2	2	3	2	5	4	0	-3
M. Conley, R. Gobert, N. Alexander-Walker, N. Reid, A. Edwards	MIN	15	34	6	9	66.66666667	13	27	48.1	7	18	38.9	1	2	50	2	11	13	11	4	3	2	0	8	5	0	13
M. Conley, R. Gobert, K. Anderson, K. Towns, S. Milton	MIN	15	38	9	22	40.90909091	13	29	44.8	4	7	57.1	8	13	61.5	7	6	13	10	2	6	1	0	5	12	0	5
M. Conley, R. Gobert, K. Towns, T. Brown Jr., A. Edwards	MIN	14	49	4	10	40	14	26	53.8	10	16	62.5	11	12	91.7	4	14	18	11	5	1	3	2	7	8	0	20
M. Conley, R. Gobert, T. Brown Jr., N. Reid, A. Edwards	MIN	14	43	9	16	56.25	17	31	54.8	8	15	53.3	1	1	100	6	12	18	10	5	2	2	1	6	2	0	19
M. Conley, K. Anderson, N. Alexander-Walker, N. Reid, A. Edwards	MIN	14	42	8	12	66.66666667	16	26	61.5	8	14	57.1	2	2	100	1	9	10	12	2	3	3	0	4	3	0	17
K. Anderson, J. McLaughlin, N. Alexander-Walker, A. Edwards, J. McDaniels	MIN	14	30	8	15	53.33333333	12	28	42.9	4	13	30.8	2	2	100	2	6	8	6	1	4	1	0	4	5	0	-2
M. Conley, R. Gobert, K. Anderson, K. Towns, N. Alexander-Walker	MIN	14	28	5	10	50	9	17	52.9	4	7	57.1	6	8	75	1	8	9	8	4	3	2	2	5	7	0	-4
T. Warren, M. Morris, N. Alexander-Walker, A. Edwards, L. Garza	MIN	13	30	8	19	42.10526316	12	27	44.4	4	8	50	2	2	100	3	9	12	9	4	3	0	1	2	2	0	-2
M. Conley, K. Anderson, K. Towns, N. Alexander-Walker, N. Reid	MIN	13	24	7	14	50	9	24	37.5	2	10	20	4	4	100	2	6	8	4	2	1	0	2	7	3	0	-16
M. Conley, R. Gobert, K. Anderson, J. McLaughlin, N. Reid	MIN	12	30	11	15	73.33333333	12	18	66.7	1	3	33.3	5	5	100	0	7	7	9	2	1	0	0	2	5	0	-3
M. Conley, R. Gobert, K. Towns, N. Reid, J. McDaniels	MIN	12	25	2	7	28.57142857	6	15	40	4	8	50	9	12	75	1	10	11	4	3	1	1	1	5	9	0	0
K. Anderson, K. Towns, J. McLaughlin, N. Reid, A. Edwards	MIN	12	39	10	18	55.55555556	14	25	56	4	7	57.1	7	10	70	2	7	9	12	0	3	1	1	5	6	0	15
R. Gobert, M. Morris, N. Alexander-Walker, N. Reid, A. Edwards	MIN	12	42	10	15	66.66666667	16	26	61.5	6	11	54.5	4	6	66.7	2	12	14	10	1	2	4	1	3	4	0	16
T. Brown Jr., S. Milton, J. McLaughlin, L. Garza, W. Moore Jr.	MIN	12	36	10	18	55.55555556	14	26	53.8	4	8	50	4	6	66.7	2	10	12	8	3	2	0	2	7	4	0	1
R. Gobert, K. Anderson, J. McLaughlin, N. Reid, A. Edwards	MIN	11	26	9	13	69.23076923	11	22	50	2	9	22.2	2	2	100	1	9	10	6	5	3	0	1	3	5	0	6
M. Conley, R. Gobert, S. Milton, N. Reid, J. McDaniels	MIN	11	23	7	15	46.66666667	8	20	40	1	5	20	6	7	85.7	2	6	8	5	2	1	0	3	4	6	0	-7
R. Gobert, K. Anderson, J. McLaughlin, N. Alexander-Walker, N. Reid	MIN	11	25	8	16	50	11	24	45.8	3	8	37.5	0	3	0	5	8	13	6	1	2	3	4	7	5	0	11
K. Anderson, K. Towns, M. Morris, N. Alexander-Walker, N. Reid	MIN	11	26	6	13	46.15384615	9	19	47.4	3	6	50	5	6	83.3	1	7	8	5	2	1	1	0	5	4	0	-6
M. Conley, K. Anderson, K. Towns, N. Alexander-Walker, A. Edwards	MIN	11	40	7	10	70	10	17	58.8	3	7	42.9	17	17	100	1	6	7	8	4	3	3	1	11	9	0	14
M. Conley, K. Anderson, K. Towns, T. Brown Jr., N. Reid	MIN	11	20	3	6	50	5	13	38.5	2	7	28.6	8	10	80	0	8	8	5	5	1	1	0	6	6	0	-1
M. Conley, R. Gobert, K. Anderson, K. Towns, T. Brown Jr.	MIN	10	26	4	13	30.76923077	7	22	31.8	3	9	33.3	9	11	81.8	5	9	14	4	0	0	1	3	4	8	0	7
D. Nix, L. Garza, W. Moore Jr., L. Miller, J. Minott	MIN	10	41	11	15	73.33333333	16	25	64	5	10	50	4	5	80	2	7	9	11	2	6	0	3	6	3	0	15
K. Anderson, J. McLaughlin, N. Reid, A. Edwards, J. McDaniels	MIN	10	31	10	12	83.33333333	13	19	68.4	3	7	42.9	2	2	100	1	8	9	10	0	1	3	1	6	2	0	14
K. Towns, M. Morris, N. Reid, A. Edwards, J. McDaniels	MIN	10	18	4	11	36.36363636	7	21	33.3	3	10	30	1	2	50	3	8	11	7	3	1	1	4	2	4	0	-5
K. Towns, M. Morris, N. Alexander-Walker, N. Reid, A. Edwards	MIN	10	32	6	10	60	8	15	53.3	2	5	40	14	15	93.3	2	9	11	4	1	1	3	0	5	8	0	13
R. Gobert, K. Anderson, T. Brown Jr., S. Milton, N. Reid	MIN	10	23	6	10	60	9	20	45	3	10	30	2	2	100	3	6	9	5	2	1	1	2	2	3	0	-3
R. Gobert, K. Anderson, M. Morris, N. Alexander-Walker, N. Reid	MIN	10	25	5	10	50	7	14	50	2	4	50	9	9	100	2	6	8	6	4	3	3	0	4	5	0	4
R. Gobert, K. Towns, S. Milton, N. Alexander-Walker, A. Edwards	MIN	10	17	4	11	36.36363636	7	17	41.2	3	6	50	0	0	0	2	9	11	7	3	1	0	2	4	0	0	-1
T. Warren, M. Morris, J. McLaughlin, A. Edwards, L. Garza	MIN	9	18	4	8	50	7	19	36.8	3	11	27.3	1	2	50	3	7	10	4	2	1	1	0	1	4	0	-8
R. Gobert, J. McLaughlin, N. Reid, A. Edwards, J. McDaniels	MIN	9	21	6	10	60	8	18	44.4	2	8	25	3	3	100	4	7	11	5	3	1	1	0	2	2	0	-4
R. Gobert, T. Brown Jr., N. Alexander-Walker, N. Reid, A. Edwards	MIN	9	26	5	8	62.5	10	15	66.7	5	7	71.4	1	1	100	2	7	9	8	3	1	2	1	3	2	0	12
