LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
R. Lopez, J. Crowder, K. Middleton, P. Connaughton, M. Beasley	MIL	3	3	1	3	33.33333333	1	5	20	0	2	0	1	2	50	1	1	2	1	1	1	0	1	1	1	0	-3
D. Lillard, K. Middleton, B. Portis, P. Connaughton, M. Beasley	MIL	3	10	2	2	100	4	6	66.7	2	4	50	0	1	0	0	2	2	2	0	0	0	0	1	1	0	4
B. Lopez, C. Payne, P. Connaughton, M. Beasley, M. Beauchamp	MIL	3	6	1	1	100	1	2	50	0	1	0	4	4	100	0	1	1	0	1	1	1	0	1	2	0	-3
B. Lopez, D. Lillard, J. Crowder, K. Middleton, P. Connaughton	MIL	3	3	1	3	33.33333333	1	5	20	0	2	0	1	1	100	1	1	2	0	1	1	0	0	1	0	0	-4
B. Lopez, P. Beverley, D. Lillard, J. Crowder, K. Middleton	MIL	3	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	-6
B. Lopez, P. Beverley, J. Crowder, K. Middleton, M. Beasley	MIL	3	11	3	5	60	4	6	66.7	1	1	100	2	2	100	2	3	5	2	1	0	0	1	0	1	0	8
D. Gallinari, D. Lillard, B. Portis, P. Connaughton, A. Green	MIL	3	4	1	3	33.33333333	1	4	25	0	1	0	2	2	100	0	1	1	1	0	0	0	0	0	1	0	-5
R. Lopez, J. Crowder, C. Payne, P. Connaughton, M. Beasley	MIL	3	7	2	2	100	3	4	75	1	2	50	0	0	0	0	0	0	2	2	0	0	0	2	1	0	-3
B. Lopez, P. Beverley, D. Lillard, G. Antetokounmpo, M. Beasley	MIL	3	9	3	3	100	3	5	60	0	2	0	3	4	75	0	2	2	2	0	0	1	0	1	2	0	3
K. Middleton, G. Antetokounmpo, P. Connaughton, M. Beasley, A. Jackson Jr.	MIL	2	11	3	5	60	4	6	66.7	1	1	100	2	2	100	1	0	1	3	0	1	0	1	0	2	0	6
B. Lopez, K. Middleton, C. Payne, M. Beasley, A. Green	MIL	2	10	1	3	33.33333333	3	5	60	2	2	100	2	2	100	0	4	4	2	0	0	0	0	1	1	0	5
D. Gallinari, P. Beverley, T. Antetokounmpo, M. Beauchamp, A. Green	MIL	2	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-9
R. Lopez, T. Antetokounmpo, L. Wigginton, T. Washington Jr., A. Green	MIL	2	0	0	1	0	0	3	0	0	2	0	0	0	0	0	1	1	0	2	1	0	0	1	0	0	-7
B. Lopez, D. Lillard, T. Antetokounmpo, M. Beauchamp, C. Livingston	MIL	2	4	2	3	66.66666667	2	4	50	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-7
D. Lillard, T. Antetokounmpo, B. Portis, P. Connaughton, M. Beasley	MIL	2	5	1	3	33.33333333	2	5	40	1	2	50	0	0	0	0	2	2	2	0	1	1	1	2	1	0	0
J. Crowder, K. Middleton, G. Antetokounmpo, B. Portis, P. Connaughton	MIL	2	4	2	2	100	2	4	50	0	2	0	0	2	0	0	1	1	2	0	1	0	0	0	1	0	-2
B. Lopez, J. Crowder, K. Middleton, B. Portis, P. Connaughton	MIL	2	4	2	4	50	2	5	40	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	-4
B. Lopez, K. Middleton, B. Portis, P. Connaughton, M. Beauchamp	MIL	2	5	2	3	66.66666667	2	3	66.7	0	0	0	1	2	50	0	2	2	1	1	0	0	0	1	1	0	-1
D. Gallinari, B. Lopez, J. Crowder, P. Connaughton, M. Beasley	MIL	2	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	2	2	2	1	0	0	0	0	0	0	3
G. Antetokounmpo, B. Portis, T. Washington Jr., A. Green, A. Jackson Jr.	MIL	2	3	0	3	0	1	4	25	1	1	100	0	0	0	0	3	3	1	0	0	1	0	0	0	0	-2
B. Lopez, K. Middleton, G. Antetokounmpo, M. Beauchamp, A. Green	MIL	2	8	2	3	66.66666667	3	5	60	1	2	50	1	1	100	0	4	4	2	0	0	2	0	1	1	0	8
B. Lopez, K. Middleton, P. Connaughton, M. Beasley, A. Green	MIL	2	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	0	0	2	1	1	0	0	1	1	0	-1
D. Lillard, T. Antetokounmpo, B. Portis, P. Connaughton, A. Green	MIL	2	2	1	2	50	1	5	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-7
D. Gallinari, B. Portis, P. Connaughton, M. Beasley, A. Green	MIL	2	3	0	3	0	1	4	25	1	1	100	0	0	0	0	2	2	1	1	0	1	1	0	0	0	-2
B. Lopez, K. Middleton, C. Payne, M. Beauchamp, A. Jackson Jr.	MIL	2	4	0	1	0	1	4	25	1	3	33.3	1	2	50	1	3	4	1	2	0	1	0	1	1	0	0
B. Lopez, G. Antetokounmpo, C. Payne, A. Green, A. Jackson Jr.	MIL	2	2	1	2	50	1	4	25	0	2	0	0	0	0	1	2	3	0	1	1	0	0	2	0	0	0
K. Middleton, C. Payne, B. Portis, M. Beasley, M. Beauchamp	MIL	2	7	2	4	50	3	5	60	1	1	100	0	0	0	1	0	1	2	0	0	0	0	2	0	0	-5
R. Lopez, T. Antetokounmpo, C. Payne, A. Green, A. Jackson Jr.	MIL	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	3	0	0	0	2	0	0	-5
J. Crowder, K. Middleton, C. Payne, B. Portis, M. Beauchamp	MIL	2	2	1	3	33.33333333	1	4	25	0	1	0	0	0	0	0	3	3	1	0	0	0	0	2	0	0	-5
C. Payne, B. Portis, M. Beauchamp, A. Green, C. Livingston	MIL	2	8	1	1	100	3	3	100	2	2	100	0	0	0	0	1	1	1	1	0	0	0	5	0	0	-1
D. Gallinari, P. Beverley, D. Lillard, M. Beauchamp, A. Green	MIL	2	3	0	1	0	1	3	33.3	1	2	50	0	0	0	0	1	1	0	1	0	0	0	2	0	0	-2
G. Antetokounmpo, T. Antetokounmpo, B. Portis, A. Jackson Jr., C. Livingston	MIL	2	3	0	0	0	1	3	33.3	1	3	33.3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	-4
D. Lillard, J. Crowder, G. Antetokounmpo, M. Beasley, M. Beauchamp	MIL	2	5	1	2	50	2	4	50	1	2	50	0	0	0	0	1	1	2	1	1	0	1	0	0	0	-1
D. Lillard, K. Middleton, G. Antetokounmpo, B. Portis, A. Jackson Jr.	MIL	2	3	0	1	0	1	2	50	1	1	100	0	0	0	0	0	0	1	0	0	0	0	2	0	0	-6
D. Lillard, K. Middleton, G. Antetokounmpo, P. Connaughton, A. Jackson Jr.	MIL	2	3	1	3	33.33333333	1	4	25	0	1	0	1	1	100	2	1	3	1	1	0	0	1	1	0	0	-3
D. Gallinari, P. Beverley, G. Antetokounmpo, B. Portis, M. Beasley	MIL	2	8	1	1	100	3	3	100	2	2	100	0	0	0	0	2	2	2	1	0	1	0	0	0	0	5
D. Lillard, T. Antetokounmpo, B. Portis, M. Beasley, M. Beauchamp	MIL	2	6	0	1	0	2	3	66.7	2	2	100	0	0	0	0	1	1	2	1	1	0	0	0	1	0	4
R. Lopez, T. Antetokounmpo, M. Beauchamp, A. Jackson Jr., C. Livingston	MIL	2	8	4	4	100	4	6	66.7	0	2	0	0	0	0	1	3	4	2	0	0	0	0	2	0	0	5
B. Lopez, B. Portis, P. Connaughton, M. Beauchamp, A. Jackson Jr.	MIL	2	0	0	3	0	0	5	0	0	2	0	0	0	0	1	2	3	0	0	1	1	2	1	0	0	-3
K. Middleton, G. Antetokounmpo, B. Portis, M. Beasley, M. Beauchamp	MIL	2	8	4	5	80	4	5	80	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	-2
K. Middleton, G. Antetokounmpo, B. Portis, P. Connaughton, M. Beauchamp	MIL	2	6	1	1	100	2	2	100	1	1	100	1	1	100	0	2	2	1	0	0	0	0	1	0	0	4
R. Lopez, C. Payne, L. Wigginton, M. Beauchamp, C. Livingston	MIL	2	4	1	2	50	1	3	33.3	0	1	0	2	2	100	0	1	1	0	0	0	0	0	1	1	0	-1
R. Lopez, C. Payne, M. Beauchamp, A. Green, A. Jackson Jr.	MIL	2	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	2	2	1	1	0	0	0	2	1	0	-3
G. Antetokounmpo, B. Portis, P. Connaughton, M. Beauchamp, C. Livingston	MIL	2	8	1	1	100	3	4	75	2	3	66.7	0	0	0	0	1	1	3	0	0	0	0	2	0	0	3
B. Lopez, G. Antetokounmpo, P. Connaughton, M. Beasley, M. Beauchamp	MIL	2	4	0	1	0	1	2	50	1	1	100	1	2	50	0	1	1	1	1	0	0	0	1	1	0	-4
D. Gallinari, P. Beverley, D. Lillard, B. Portis, M. Beasley	MIL	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	-6
J. Crowder, M. Beauchamp, A. Green, A. Jackson Jr., C. Livingston	MIL	2	7	0	0	0	2	2	100	2	2	100	1	2	50	0	1	1	1	0	0	0	0	2	1	0	4
P. Beverley, D. Lillard, B. Portis, P. Connaughton, M. Beasley	MIL	2	5	2	2	100	2	3	66.7	0	1	0	1	1	100	1	1	2	0	1	0	0	0	0	2	0	-2
B. Lopez, D. Lillard, T. Antetokounmpo, P. Connaughton, M. Beasley	MIL	2	5	1	2	50	1	3	33.3	0	1	0	3	4	75	1	0	1	0	0	0	0	1	1	3	0	-1
B. Lopez, C. Payne, B. Portis, M. Beauchamp, A. Green	MIL	2	4	1	3	33.33333333	1	3	33.3	0	0	0	2	2	100	0	2	2	1	0	1	0	0	0	1	0	2
D. Gallinari, P. Beverley, J. Crowder, G. Antetokounmpo, P. Connaughton	MIL	2	2	1	2	50	1	2	50	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	0	0	-1
B. Lopez, D. Lillard, T. Antetokounmpo, M. Beauchamp, A. Green	MIL	2	4	2	2	100	2	2	100	0	0	0	0	0	0	0	1	1	1	2	1	0	0	2	0	0	-3
C. Payne, B. Portis, P. Connaughton, M. Beauchamp, A. Green	MIL	2	5	2	2	100	2	3	66.7	0	1	0	1	2	50	1	3	4	1	1	0	0	0	1	1	0	3
R. Lopez, T. Antetokounmpo, M. Beauchamp, A. Green, C. Livingston	MIL	2	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	1	1	0	0	0	0	0	2	0	0	-3
D. Lillard, K. Middleton, C. Payne, B. Portis, M. Beauchamp	MIL	2	4	2	2	100	2	3	66.7	0	1	0	0	0	0	0	1	1	1	0	0	1	0	3	1	0	1
G. Antetokounmpo, B. Portis, P. Connaughton, M. Beasley, M. Beauchamp	MIL	2	3	1	3	33.33333333	1	5	20	0	2	0	1	1	100	1	2	3	0	1	1	0	0	2	1	0	0
P. Beverley, K. Middleton, G. Antetokounmpo, B. Portis, M. Beasley	MIL	2	1	0	2	0	0	3	0	0	1	0	1	2	50	1	2	3	0	1	0	0	1	2	1	0	-4
B. Lopez, D. Lillard, K. Middleton, P. Connaughton, A. Green	MIL	2	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-4
B. Lopez, T. Antetokounmpo, C. Payne, M. Beauchamp, A. Jackson Jr.	MIL	2	3	0	3	0	1	4	25	1	1	100	0	0	0	2	0	2	1	0	0	0	1	0	1	0	-2
B. Lopez, P. Beverley, J. Crowder, K. Middleton, G. Antetokounmpo	MIL	2	4	2	3	66.66666667	2	4	50	0	1	0	0	0	0	0	2	2	2	0	0	1	0	0	0	0	2
D. Lillard, J. Crowder, B. Portis, M. Beasley, A. Green	MIL	2	4	2	4	50	2	5	40	0	1	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	2
P. Beverley, D. Lillard, G. Antetokounmpo, P. Connaughton, A. Green	MIL	2	1	0	0	0	0	3	0	0	3	0	1	2	50	1	1	2	0	0	0	0	0	1	2	0	-4
B. Lopez, K. Middleton, G. Antetokounmpo, M. Beauchamp, A. Jackson Jr.	MIL	2	4	1	2	50	1	3	33.3	0	1	0	2	2	100	0	2	2	1	2	1	0	1	0	1	0	1
B. Lopez, P. Beverley, D. Lillard, J. Crowder, A. Green	MIL	2	2	0	0	0	0	2	0	0	2	0	2	3	66.7	0	1	1	0	0	0	0	0	0	2	0	2
P. Beverley, D. Lillard, K. Middleton, B. Portis, P. Connaughton	MIL	2	6	0	0	0	2	4	50	2	4	50	0	0	0	1	2	3	1	0	0	0	0	1	0	0	4
R. Lopez, C. Payne, M. Beauchamp, A. Jackson Jr., C. Livingston	MIL	2	2	0	2	0	0	3	0	0	1	0	2	4	50	1	1	2	0	0	0	0	1	0	2	0	0
B. Lopez, D. Lillard, C. Payne, B. Portis, A. Jackson Jr.	MIL	2	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	-6
B. Lopez, C. Payne, B. Portis, M. Beasley, A. Green	MIL	2	6	1	1	100	1	1	100	0	0	0	4	4	100	0	1	1	1	0	0	0	0	0	2	0	2
B. Lopez, P. Beverley, D. Lillard, G. Antetokounmpo, P. Connaughton	MIL	2	4	0	0	0	0	1	0	0	1	0	4	4	100	1	1	2	0	1	1	1	0	0	3	0	2
B. Lopez, K. Middleton, G. Antetokounmpo, P. Connaughton, C. Livingston	MIL	2	2	0	2	0	0	2	0	0	0	0	2	2	100	0	1	1	0	1	0	0	0	0	1	0	-3
B. Lopez, C. Payne, P. Connaughton, M. Beasley, A. Green	MIL	2	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-5
B. Lopez, K. Middleton, G. Antetokounmpo, M. Beasley, A. Green	MIL	2	3	0	3	0	1	4	25	1	1	100	0	0	0	1	0	1	0	0	0	0	0	0	1	0	-1
D. Gallinari, B. Lopez, P. Beverley, J. Crowder, P. Connaughton	MIL	2	1	0	0	0	0	2	0	0	2	0	1	2	50	0	1	1	0	0	0	0	0	0	1	0	-5
D. Gallinari, J. Crowder, M. Beasley, T. Washington Jr., C. Livingston	MIL	2	4	2	3	66.66666667	2	4	50	0	1	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	2
B. Lopez, D. Lillard, J. Crowder, M. Beasley, M. Beauchamp	MIL	2	5	0	1	0	1	2	50	1	1	100	2	2	100	0	1	1	1	1	0	0	0	2	1	0	-2
B. Lopez, J. Crowder, G. Antetokounmpo, P. Connaughton, M. Beauchamp	MIL	2	2	0	0	0	0	1	0	0	1	0	2	6	33.3	0	2	2	0	1	1	0	0	0	3	0	-1
B. Lopez, C. Payne, M. Beasley, A. Green, A. Jackson Jr.	MIL	2	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	2	2	2	0	1	0	0	0	0	0	5
B. Lopez, D. Lillard, B. Portis, M. Beasley, A. Green	MIL	1	3	0	0	0	1	3	33.3	1	3	33.3	0	0	0	0	2	2	1	0	0	2	0	1	0	0	1
B. Lopez, J. Crowder, C. Payne, B. Portis, P. Connaughton	MIL	1	4	2	2	100	2	3	66.7	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	4
K. Middleton, C. Payne, B. Portis, P. Connaughton, A. Jackson Jr.	MIL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-4
R. Lopez, J. Crowder, B. Portis, P. Connaughton, M. Beasley	MIL	1	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	0	0	2	0	1	1	1	1	0	0	-2
B. Lopez, D. Lillard, J. Crowder, B. Portis, M. Beauchamp	MIL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	-2
B. Lopez, D. Lillard, J. Crowder, C. Payne, P. Connaughton	MIL	1	0	0	1	0	0	4	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	-7
B. Lopez, D. Lillard, K. Middleton, C. Payne, M. Beasley	MIL	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	0	0	0	2	2	1	1	0	0	0	1	0	0	-1
D. Gallinari, P. Beverley, D. Lillard, G. Antetokounmpo, P. Connaughton	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-4
D. Gallinari, B. Lopez, P. Connaughton, M. Beasley, A. Green	MIL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4
B. Lopez, G. Antetokounmpo, C. Payne, M. Beauchamp, A. Jackson Jr.	MIL	1	2	1	1	100	1	3	33.3	0	2	0	0	0	0	1	1	2	0	1	0	1	0	0	0	0	2
D. Gallinari, P. Beverley, P. Connaughton, M. Beauchamp, A. Green	MIL	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	-5
D. Lillard, G. Antetokounmpo, P. Connaughton, M. Beasley, A. Green	MIL	1	4	0	1	0	1	3	33.3	1	2	50	1	1	100	1	0	1	1	1	0	0	0	1	0	0	0
K. Middleton, G. Antetokounmpo, C. Payne, M. Beasley, A. Jackson Jr.	MIL	1	4	0	0	0	0	0	0	0	0	0	4	5	80	0	2	2	0	1	0	1	0	1	2	0	0
R. Lopez, T. Antetokounmpo, M. Beauchamp, A. Green, A. Jackson Jr.	MIL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	-9
B. Lopez, D. Lillard, K. Middleton, B. Portis, A. Jackson Jr.	MIL	1	7	3	3	100	3	4	75	0	1	0	1	1	100	1	0	1	1	0	0	0	0	1	2	0	4
D. Gallinari, P. Connaughton, M. Beauchamp, A. Green, A. Jackson Jr.	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-4
J. Crowder, G. Antetokounmpo, C. Payne, M. Beasley, A. Green	MIL	1	0	0	1	0	0	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-4
P. Beverley, B. Portis, P. Connaughton, A. Green, A. Jackson Jr.	MIL	1	3	1	1	100	1	2	50	0	1	0	1	1	100	0	1	1	1	0	0	0	0	1	1	0	3
C. Payne, B. Portis, P. Connaughton, A. Green, C. Livingston	MIL	1	5	0	1	0	1	2	50	1	1	100	2	2	100	0	1	1	1	0	0	0	0	1	1	0	1
B. Lopez, G. Antetokounmpo, B. Portis, A. Green, A. Jackson Jr.	MIL	1	3	0	1	0	1	2	50	1	1	100	0	1	0	0	1	1	1	1	0	0	0	1	1	0	-4
B. Lopez, D. Lillard, K. Middleton, P. Connaughton, M. Beasley	MIL	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	-4
P. Beverley, D. Lillard, J. Crowder, G. Antetokounmpo, B. Portis	MIL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	-4
B. Lopez, D. Lillard, J. Crowder, K. Middleton, C. Payne	MIL	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	-4
B. Lopez, D. Lillard, P. Connaughton, M. Beasley, A. Jackson Jr.	MIL	1	8	1	1	100	2	2	100	1	1	100	3	3	100	0	0	0	2	0	0	1	0	1	1	0	1
B. Lopez, J. Crowder, K. Middleton, C. Payne, P. Connaughton	MIL	1	5	1	2	50	1	2	50	0	0	0	3	4	75	1	0	1	0	0	0	0	0	1	3	0	2
B. Lopez, P. Beverley, D. Lillard, J. Crowder, B. Portis	MIL	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	1	1	1	0	0	0	0	1	0	0	-1
D. Gallinari, P. Beverley, D. Lillard, B. Portis, A. Green	MIL	1	5	0	0	0	1	1	100	1	1	100	2	2	100	0	0	0	0	0	0	0	0	0	1	0	2
D. Lillard, B. Portis, P. Connaughton, M. Beasley, A. Jackson Jr.	MIL	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	-2
G. Antetokounmpo, B. Portis, M. Beasley, M. Beauchamp, A. Jackson Jr.	MIL	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	2	2	1	0	0	0	0	0	0	0	3
P. Beverley, D. Lillard, K. Middleton, B. Portis, A. Green	MIL	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3
T. Antetokounmpo, T. Washington Jr., R. Rollins, A. Jackson Jr., C. Livingston	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	-3
D. Lillard, J. Crowder, K. Middleton, G. Antetokounmpo, P. Connaughton	MIL	1	7	1	1	100	1	1	100	0	0	0	5	6	83.3	0	2	2	1	1	1	1	0	0	3	0	5
D. Lillard, B. Portis, P. Connaughton, M. Beauchamp, A. Jackson Jr.	MIL	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-2
B. Lopez, D. Lillard, M. Beasley, A. Green, A. Jackson Jr.	MIL	1	3	0	0	0	1	3	33.3	1	3	33.3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
P. Beverley, D. Lillard, J. Crowder, B. Portis, A. Green	MIL	1	9	0	0	0	3	3	100	3	3	100	0	0	0	0	0	0	2	0	1	0	0	0	0	0	7
D. Gallinari, D. Lillard, K. Middleton, B. Portis, M. Beasley	MIL	1	4	2	4	50	2	5	40	0	1	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	4
J. Crowder, K. Middleton, G. Antetokounmpo, B. Portis, A. Green	MIL	1	5	2	2	100	2	2	100	0	0	0	1	1	100	0	0	0	2	0	0	0	0	1	1	0	5
B. Lopez, D. Lillard, J. Crowder, G. Antetokounmpo, M. Beauchamp	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	-2
C. Payne, B. Portis, M. Beauchamp, A. Jackson Jr., C. Livingston	MIL	1	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	2	2	1	0	0	0	1	1	0	0	1
J. Crowder, K. Middleton, B. Portis, P. Connaughton, M. Beasley	MIL	1	3	0	1	0	1	2	50	1	1	100	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
B. Lopez, C. Payne, B. Portis, P. Connaughton, M. Beauchamp	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-3
J. Crowder, G. Antetokounmpo, B. Portis, M. Beasley, T. Washington Jr.	MIL	1	1	0	0	0	0	1	0	0	1	0	1	1	100	0	0	0	0	1	0	0	0	1	0	0	0
D. Gallinari, P. Beverley, J. Crowder, G. Antetokounmpo, B. Portis	MIL	1	1	0	1	0	0	1	0	0	0	0	1	2	50	0	1	1	0	0	1	0	1	0	1	0	1
B. Lopez, K. Middleton, C. Payne, A. Green, A. Jackson Jr.	MIL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	-2
J. Crowder, K. Middleton, G. Antetokounmpo, C. Payne, M. Beauchamp	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	-3
B. Lopez, D. Lillard, J. Crowder, C. Payne, M. Beauchamp	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	-3
B. Lopez, K. Middleton, B. Portis, P. Connaughton, C. Livingston	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-5
B. Lopez, D. Lillard, G. Antetokounmpo, M. Beauchamp, A. Green	MIL	1	6	0	0	0	2	3	66.7	2	3	66.7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4
D. Gallinari, T. Antetokounmpo, P. Connaughton, A. Green, A. Jackson Jr.	MIL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
P. Beverley, J. Crowder, K. Middleton, B. Portis, P. Connaughton	MIL	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	-2
P. Beverley, J. Crowder, K. Middleton, G. Antetokounmpo, B. Portis	MIL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-2
B. Lopez, P. Beverley, D. Lillard, G. Antetokounmpo, A. Green	MIL	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	0	0	0	0	1	1	0	0	1	0	2
T. Antetokounmpo, C. Payne, B. Portis, P. Connaughton, M. Beauchamp	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1
B. Lopez, C. Payne, M. Beasley, M. Beauchamp, A. Jackson Jr.	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
D. Lillard, J. Crowder, C. Payne, B. Portis, P. Connaughton	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	-3
D. Lillard, K. Middleton, B. Portis, M. Beasley, A. Green	MIL	1	3	1	1	100	1	2	50	0	1	0	1	1	100	0	1	1	1	0	1	0	0	1	1	0	3
D. Lillard, K. Middleton, G. Antetokounmpo, M. Beasley, M. Beauchamp	MIL	1	2	0	1	0	0	1	0	0	0	0	2	2	100	0	1	1	0	0	0	0	0	0	1	0	-1
R. Lopez, T. Antetokounmpo, M. Beasley, M. Beauchamp, A. Green	MIL	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
B. Lopez, G. Antetokounmpo, B. Portis, M. Beasley, A. Jackson Jr.	MIL	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
B. Lopez, D. Lillard, P. Connaughton, M. Beasley, M. Beauchamp	MIL	1	5	2	2	100	2	2	100	0	0	0	1	1	100	0	0	0	1	0	0	0	0	0	1	0	3
P. Beverley, D. Lillard, G. Antetokounmpo, B. Portis, A. Green	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-2
K. Middleton, C. Payne, B. Portis, P. Connaughton, M. Beasley	MIL	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	-2
J. Crowder, K. Middleton, G. Antetokounmpo, B. Portis, M. Beasley	MIL	1	3	0	1	0	1	2	50	1	1	100	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0
B. Lopez, P. Beverley, K. Middleton, G. Antetokounmpo, P. Connaughton	MIL	1	4	0	0	0	0	0	0	0	0	0	4	6	66.7	0	1	1	0	0	0	0	0	0	3	0	1
B. Portis, P. Connaughton, M. Beauchamp, A. Green, A. Jackson Jr.	MIL	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	-1
K. Middleton, T. Antetokounmpo, B. Portis, A. Jackson Jr., C. Livingston	MIL	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0
R. Lopez, C. Payne, M. Beasley, M. Beauchamp, A. Jackson Jr.	MIL	1	5	1	1	100	2	2	100	1	1	100	0	0	0	0	1	1	2	0	0	0	0	0	0	0	5
B. Lopez, J. Crowder, G. Antetokounmpo, M. Beasley, T. Washington Jr.	MIL	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	-1
